,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,freq,Frequency
1555,annual,BI,TABEL4_1,IV.1 GOVERNMENT REVENUES (Billions of Rp),8.A,Budget - Government Revenues and Grants - Domestic Revenues - Tax Revenues - Domestic Taxes -  - Income Tax - ii. Oil and Gas - Annual,2020,2020-01-01,NA,,A,Annual
1556,annual,BI,TABEL4_1,IV.1 GOVERNMENT REVENUES (Billions of Rp),9.A,Budget - Government Revenues and Grants - Domestic Revenues - Tax Revenues - Domestic Taxes -  - Value Added Tax - Annual,2008,2008-01-01,195464.0,195464.0,A,Annual
1557,annual,BI,TABEL4_1,IV.1 GOVERNMENT REVENUES (Billions of Rp),9.A,Budget - Government Revenues and Grants - Domestic Revenues - Tax Revenues - Domestic Taxes -  - Value Added Tax - Annual,2009,2009-01-01,203084.0,203084.0,A,Annual
1558,annual,BI,TABEL4_1,IV.1 GOVERNMENT REVENUES (Billions of Rp),9.A,Budget - Government Revenues and Grants - Domestic Revenues - Tax Revenues - Domestic Taxes -  - Value Added Tax - Annual,2010,2010-01-01,262963.0,262963.0,A,Annual
1559,annual,BI,TABEL4_1,IV.1 GOVERNMENT REVENUES (Billions of Rp),9.A,Budget - Government Revenues and Grants - Domestic Revenues - Tax Revenues - Domestic Taxes -  - Value Added Tax - Annual,2011,2011-01-01,298441.4,298441.4,A,Annual
1560,annual,BI,TABEL4_1,IV.1 GOVERNMENT REVENUES (Billions of Rp),9.A,Budget - Government Revenues and Grants - Domestic Revenues - Tax Revenues - Domestic Taxes -  - Value Added Tax - Annual,2012,2012-01-01,336057.0,336057.0,A,Annual
1561,annual,BI,TABEL4_1,IV.1 GOVERNMENT REVENUES (Billions of Rp),9.A,Budget - Government Revenues and Grants - Domestic Revenues - Tax Revenues - Domestic Taxes -  - Value Added Tax - Annual,2013,2013-01-01,423708.25,423708.25,A,Annual
1562,annual,BI,TABEL4_1,IV.1 GOVERNMENT REVENUES (Billions of Rp),9.A,Budget - Government Revenues and Grants - Domestic Revenues - Tax Revenues - Domestic Taxes -  - Value Added Tax - Annual,2014,2014-01-01,475587.18,475587.18,A,Annual
1563,annual,BI,TABEL4_1,IV.1 GOVERNMENT REVENUES (Billions of Rp),9.A,Budget - Government Revenues and Grants - Domestic Revenues - Tax Revenues - Domestic Taxes -  - Value Added Tax - Annual,2015,2015-01-01,576469.17,576469.17,A,Annual
1564,annual,BI,TABEL4_1,IV.1 GOVERNMENT REVENUES (Billions of Rp),9.A,Budget - Government Revenues and Grants - Domestic Revenues - Tax Revenues - Domestic Taxes -  - Value Added Tax - Annual,2017,2017-01-01,475483.49,475483.49,A,Annual
1565,annual,BI,TABEL4_1,IV.1 GOVERNMENT REVENUES (Billions of Rp),9.A,Budget - Government Revenues and Grants - Domestic Revenues - Tax Revenues - Domestic Taxes -  - Value Added Tax - Annual,2018,2018-01-01,541801.13,541801.13,A,Annual
1566,annual,BI,TABEL4_1,IV.1 GOVERNMENT REVENUES (Billions of Rp),9.A,Budget - Government Revenues and Grants - Domestic Revenues - Tax Revenues - Domestic Taxes -  - Value Added Tax - Annual,2019,2019-01-01,NA,,A,Annual
1567,annual,BI,TABEL4_1,IV.1 GOVERNMENT REVENUES (Billions of Rp),9.A,Budget - Government Revenues and Grants - Domestic Revenues - Tax Revenues - Domestic Taxes -  - Value Added Tax - Annual,2020,2020-01-01,NA,,A,Annual
1568,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),1.A,Budget - Annual,2008,2008-01-01,NA,,A,Annual
1569,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),1.A,Budget - Annual,2009,2009-01-01,NA,,A,Annual
1570,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),1.A,Budget - Annual,2010,2010-01-01,NA,,A,Annual
1571,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),1.A,Budget - Annual,2011,2011-01-01,NA,,A,Annual
1572,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),1.A,Budget - Annual,2012,2012-01-01,NA,,A,Annual
1573,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),1.A,Budget - Annual,2013,2013-01-01,NA,,A,Annual
1574,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),1.A,Budget - Annual,2014,2014-01-01,NA,,A,Annual
1575,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),1.A,Budget - Annual,2015,2015-01-01,NA,,A,Annual
1576,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),1.A,Budget - Annual,2017,2017-01-01,NA,,A,Annual
1577,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),1.A,Budget - Annual,2018,2018-01-01,NA,,A,Annual
1578,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),1.A,Budget - Annual,2019,2019-01-01,NA,,A,Annual
1579,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),1.A,Budget - Annual,2020,2020-01-01,NA,,A,Annual
1580,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),10.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur - Annual,2008,2008-01-01,234405.0,234405.0,A,Annual
1581,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),10.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur - Annual,2009,2009-01-01,158117.85,158117.85,A,Annual
1582,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),10.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur - Annual,2010,2010-01-01,201263.0,201263.0,A,Annual
1583,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),10.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur - Annual,2011,2011-01-01,238466.97,238466.97,A,Annual
1584,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),10.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur - Annual,2012,2012-01-01,245076.34,245076.34,A,Annual
1585,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),10.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur - Annual,2013,2013-01-01,348119.04,348119.04,A,Annual
1586,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),10.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur - Annual,2014,2014-01-01,403035.57,403035.57,A,Annual
1587,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),10.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur - Annual,2015,2015-01-01,212104.39,212104.39,A,Annual
1588,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),10.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur - Annual,2017,2017-01-01,168876.78,168876.78,A,Annual
1589,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),10.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur - Annual,2018,2018-01-01,156228.13,156228.13,A,Annual
1590,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),10.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur - Annual,2019,2019-01-01,NA,,A,Annual
1591,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),10.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur - Annual,2020,2020-01-01,NA,,A,Annual
1592,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),11.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Oil Subsidy - Annual,2008,2008-01-01,187107.8,187107.8,A,Annual
1593,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),11.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Oil Subsidy - Annual,2009,2009-01-01,99938.87,99938.87,A,Annual
1594,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),11.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Oil Subsidy - Annual,2010,2010-01-01,143997.1,143997.1,A,Annual
1595,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),11.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Oil Subsidy - Annual,2011,2011-01-01,195288.7,195288.7,A,Annual
1596,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),11.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Oil Subsidy - Annual,2012,2012-01-01,202353.24,202353.24,A,Annual
1597,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),11.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Oil Subsidy - Annual,2013,2013-01-01,299829.72,299829.72,A,Annual
1598,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),11.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Oil Subsidy - Annual,2014,2014-01-01,246494.18,246494.18,A,Annual
1599,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),11.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Oil Subsidy - Annual,2015,2015-01-01,64674.8,64674.8,A,Annual
1600,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),11.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Oil Subsidy - Annual,2017,2017-01-01,44488.81,44488.81,A,Annual
1601,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),11.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Oil Subsidy - Annual,2018,2018-01-01,46865.11,46865.11,A,Annual
1602,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),11.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Oil Subsidy - Annual,2019,2019-01-01,NA,,A,Annual
1603,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),11.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Oil Subsidy - Annual,2020,2020-01-01,NA,,A,Annual
1604,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),12.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Non Oil Subsidy - Annual,2008,2008-01-01,47297.2,47297.2,A,Annual
1605,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),12.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Non Oil Subsidy - Annual,2009,2009-01-01,58178.98,58178.98,A,Annual
1606,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),12.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Non Oil Subsidy - Annual,2010,2010-01-01,57265.9,57265.9,A,Annual
1607,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),12.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Non Oil Subsidy - Annual,2011,2011-01-01,43178.27,43178.27,A,Annual
1608,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),12.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Non Oil Subsidy - Annual,2012,2012-01-01,42723.1,42723.1,A,Annual
1609,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),12.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Non Oil Subsidy - Annual,2013,2013-01-01,48289.32,48289.32,A,Annual
1610,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),12.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Non Oil Subsidy - Annual,2014,2014-01-01,156541.39,156541.39,A,Annual
1611,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),12.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Non Oil Subsidy - Annual,2015,2015-01-01,147429.59,147429.59,A,Annual
1612,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),12.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Non Oil Subsidy - Annual,2017,2017-01-01,124387.98,124387.98,A,Annual
1613,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),12.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Non Oil Subsidy - Annual,2018,2018-01-01,109363.02,109363.02,A,Annual
1614,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),12.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Non Oil Subsidy - Annual,2019,2019-01-01,NA,,A,Annual
1615,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),12.A,Budget - Government Expenditures - Central Government Expenditures -  - Subsidy Expenditur -  - Non Oil Subsidy - Annual,2020,2020-01-01,NA,,A,Annual
1616,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),13.A,Budget - Government Expenditures - Central Government Expenditures -  - Grant Expenditure - Annual,2008,2008-01-01,0.0,0.0,A,Annual
1617,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),13.A,Budget - Government Expenditures - Central Government Expenditures -  - Grant Expenditure - Annual,2009,2009-01-01,31.58,31.58,A,Annual
1618,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),13.A,Budget - Government Expenditures - Central Government Expenditures -  - Grant Expenditure - Annual,2010,2010-01-01,243.2,243.2,A,Annual
1619,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),13.A,Budget - Government Expenditures - Central Government Expenditures -  - Grant Expenditure - Annual,2011,2011-01-01,426.2,426.2,A,Annual
1620,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),13.A,Budget - Government Expenditures - Central Government Expenditures -  - Grant Expenditure - Annual,2012,2012-01-01,1790.9,1790.9,A,Annual
1621,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),13.A,Budget - Government Expenditures - Central Government Expenditures -  - Grant Expenditure - Annual,2013,2013-01-01,2346.51,2346.51,A,Annual
1622,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),13.A,Budget - Government Expenditures - Central Government Expenditures -  - Grant Expenditure - Annual,2014,2014-01-01,2853.25,2853.25,A,Annual
1623,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),13.A,Budget - Government Expenditures - Central Government Expenditures -  - Grant Expenditure - Annual,2015,2015-01-01,4644.23,4644.23,A,Annual
1624,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),13.A,Budget - Government Expenditures - Central Government Expenditures -  - Grant Expenditure - Annual,2017,2017-01-01,5532.2,5532.2,A,Annual
1625,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),13.A,Budget - Government Expenditures - Central Government Expenditures -  - Grant Expenditure - Annual,2018,2018-01-01,1460.85,1460.85,A,Annual
1626,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),13.A,Budget - Government Expenditures - Central Government Expenditures -  - Grant Expenditure - Annual,2019,2019-01-01,NA,,A,Annual
1627,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),13.A,Budget - Government Expenditures - Central Government Expenditures -  - Grant Expenditure - Annual,2020,2020-01-01,NA,,A,Annual
1628,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),14.A,Budget - Government Expenditures - Central Government Expenditures -  - Social Assistance Expenditure - Annual,2008,2008-01-01,59702.3,59702.3,A,Annual
1629,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),14.A,Budget - Government Expenditures - Central Government Expenditures -  - Social Assistance Expenditure - Annual,2009,2009-01-01,77932.6,77932.6,A,Annual
1630,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),14.A,Budget - Government Expenditures - Central Government Expenditures -  - Social Assistance Expenditure - Annual,2010,2010-01-01,71172.8,71172.8,A,Annual
1631,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),14.A,Budget - Government Expenditures - Central Government Expenditures -  - Social Assistance Expenditure - Annual,2011,2011-01-01,77467.13,77467.13,A,Annual
1632,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),14.A,Budget - Government Expenditures - Central Government Expenditures -  - Social Assistance Expenditure - Annual,2012,2012-01-01,80716.4,80716.4,A,Annual
1633,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),14.A,Budget - Government Expenditures - Central Government Expenditures -  - Social Assistance Expenditure - Annual,2013,2013-01-01,95053.53,95053.53,A,Annual
1634,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),14.A,Budget - Government Expenditures - Central Government Expenditures -  - Social Assistance Expenditure - Annual,2014,2014-01-01,96655.38,96655.38,A,Annual
1635,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),14.A,Budget - Government Expenditures - Central Government Expenditures -  - Social Assistance Expenditure - Annual,2015,2015-01-01,107669.86,107669.86,A,Annual
1636,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),14.A,Budget - Government Expenditures - Central Government Expenditures -  - Social Assistance Expenditure - Annual,2017,2017-01-01,58962.01,58962.01,A,Annual
1637,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),14.A,Budget - Government Expenditures - Central Government Expenditures -  - Social Assistance Expenditure - Annual,2018,2018-01-01,81259.76,81259.76,A,Annual
1638,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),14.A,Budget - Government Expenditures - Central Government Expenditures -  - Social Assistance Expenditure - Annual,2019,2019-01-01,NA,,A,Annual
1639,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),14.A,Budget - Government Expenditures - Central Government Expenditures -  - Social Assistance Expenditure - Annual,2020,2020-01-01,NA,,A,Annual
1640,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),15.A,Budget - Government Expenditures - Central Government Expenditures -  - Others Expenditure - Annual,2008,2008-01-01,32078.8,32078.8,A,Annual
1641,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),15.A,Budget - Government Expenditures - Central Government Expenditures -  - Others Expenditure - Annual,2009,2009-01-01,53308.9,53308.9,A,Annual
1642,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),15.A,Budget - Government Expenditures - Central Government Expenditures -  - Others Expenditure - Annual,2010,2010-01-01,32926.7,32926.7,A,Annual
1643,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),15.A,Budget - Government Expenditures - Central Government Expenditures -  - Others Expenditure - Annual,2011,2011-01-01,14302.7,14302.7,A,Annual
1644,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),15.A,Budget - Government Expenditures - Central Government Expenditures -  - Others Expenditure - Annual,2012,2012-01-01,68540.5,68540.5,A,Annual
1645,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),15.A,Budget - Government Expenditures - Central Government Expenditures -  - Others Expenditure - Annual,2013,2013-01-01,19270.81,19270.81,A,Annual
1646,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),15.A,Budget - Government Expenditures - Central Government Expenditures -  - Others Expenditure - Annual,2014,2014-01-01,27938.35,27938.35,A,Annual
1647,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),15.A,Budget - Government Expenditures - Central Government Expenditures -  - Others Expenditure - Annual,2015,2015-01-01,31663.89,31663.89,A,Annual
1648,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),15.A,Budget - Government Expenditures - Central Government Expenditures -  - Others Expenditure - Annual,2017,2017-01-01,49874.28,49874.28,A,Annual
1649,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),15.A,Budget - Government Expenditures - Central Government Expenditures -  - Others Expenditure - Annual,2018,2018-01-01,67237.41,67237.41,A,Annual
1650,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),15.A,Budget - Government Expenditures - Central Government Expenditures -  - Others Expenditure - Annual,2019,2019-01-01,NA,,A,Annual
1651,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),15.A,Budget - Government Expenditures - Central Government Expenditures -  - Others Expenditure - Annual,2020,2020-01-01,NA,,A,Annual
1652,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),16.A,Budget - Government Expenditures - Central Government Expenditures - Development Expenditures - Annual,2008,2008-01-01,0.0,0.0,A,Annual
1653,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),16.A,Budget - Government Expenditures - Central Government Expenditures - Development Expenditures - Annual,2009,2009-01-01,0.0,0.0,A,Annual
1654,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),16.A,Budget - Government Expenditures - Central Government Expenditures - Development Expenditures - Annual,2010,2010-01-01,0.0,0.0,A,Annual
1655,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),16.A,Budget - Government Expenditures - Central Government Expenditures - Development Expenditures - Annual,2011,2011-01-01,0.0,0.0,A,Annual
1656,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),16.A,Budget - Government Expenditures - Central Government Expenditures - Development Expenditures - Annual,2012,2012-01-01,0.0,0.0,A,Annual
1657,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),16.A,Budget - Government Expenditures - Central Government Expenditures - Development Expenditures - Annual,2013,2013-01-01,0.0,0.0,A,Annual
1658,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),16.A,Budget - Government Expenditures - Central Government Expenditures - Development Expenditures - Annual,2014,2014-01-01,0.0,0.0,A,Annual
1659,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),16.A,Budget - Government Expenditures - Central Government Expenditures - Development Expenditures - Annual,2015,2015-01-01,0.0,0.0,A,Annual
1660,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),16.A,Budget - Government Expenditures - Central Government Expenditures - Development Expenditures - Annual,2017,2017-01-01,0.0,0.0,A,Annual
1661,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),16.A,Budget - Government Expenditures - Central Government Expenditures - Development Expenditures - Annual,2018,2018-01-01,0.0,0.0,A,Annual
1662,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),16.A,Budget - Government Expenditures - Central Government Expenditures - Development Expenditures - Annual,2019,2019-01-01,NA,,A,Annual
1663,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),16.A,Budget - Government Expenditures - Central Government Expenditures - Development Expenditures - Annual,2020,2020-01-01,NA,,A,Annual
1664,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),17.A,Budget - Government Expenditures - Transfer to Local Government and Rural - Annual,2008,2008-01-01,292422.7,292422.7,A,Annual
1665,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),17.A,Budget - Government Expenditures - Transfer to Local Government and Rural - Annual,2009,2009-01-01,309308.2,309308.2,A,Annual
1666,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),17.A,Budget - Government Expenditures - Transfer to Local Government and Rural - Annual,2010,2010-01-01,344612.9,344612.9,A,Annual
1667,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),17.A,Budget - Government Expenditures - Transfer to Local Government and Rural - Annual,2011,2011-01-01,412507.9,412507.9,A,Annual
1668,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),17.A,Budget - Government Expenditures - Transfer to Local Government and Rural - Annual,2012,2012-01-01,478775.9,478775.9,A,Annual
1669,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),17.A,Budget - Government Expenditures - Transfer to Local Government and Rural - Annual,2013,2013-01-01,529362.92,529362.92,A,Annual
1670,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),17.A,Budget - Government Expenditures - Transfer to Local Government and Rural - Annual,2014,2014-01-01,596504.18,596504.18,A,Annual
1671,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),17.A,Budget - Government Expenditures - Transfer to Local Government and Rural - Annual,2015,2015-01-01,664600.74,664600.74,A,Annual
1672,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),17.A,Budget - Government Expenditures - Transfer to Local Government and Rural - Annual,2017,2017-01-01,766339.33,766339.33,A,Annual
1673,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),17.A,Budget - Government Expenditures - Transfer to Local Government and Rural - Annual,2018,2018-01-01,766162.58,766162.58,A,Annual
1674,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),17.A,Budget - Government Expenditures - Transfer to Local Government and Rural - Annual,2019,2019-01-01,NA,,A,Annual
1675,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),17.A,Budget - Government Expenditures - Transfer to Local Government and Rural - Annual,2020,2020-01-01,NA,,A,Annual
1676,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),18.A,Budget - Government Expenditures - Transfer to Local Government and Rural - Balance Budget - Annual,2008,2008-01-01,278436.0,278436.0,A,Annual
1677,annual,BI,TABEL4_2,IV.2 GOVERNMENT EXPENDITURES (Billions of Rp),18.A,Budget - Government Expenditures - Transfer to Local Government and Rural - Balance Budget - Annual,2009,2009-01-01,285053.1,285053.1,A,Annual
