,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,REF_AREA,DATA_TYPE_AGGR,VALUATION,ADJUSTMENT,EDITION,Frequency,Territory,Aggregate,Valuation,Adjustment,Edition
1,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,1997,1997-01-01,1067922.0,1067922.0,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
2,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,1998,1998-01-01,1114851.2,1114851.2,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
3,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,1999,1999-01-01,1160407.0,1160407.0,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
4,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2000,2000-01-01,1223263.4,1223263.4,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
5,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2001,2001-01-01,1269719.2,1269719.2,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
6,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2002,2002-01-01,1312155.4,1312155.4,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
7,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2003,2003-01-01,1356424.5,1356424.5,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
8,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2004,2004-01-01,1420013.2,1420013.2,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
9,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2005,2005-01-01,1468467.2,1468467.2,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
10,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2006,2006-01-01,1526048.7,1526048.7,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
11,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2007,2007-01-01,1582674.0,1582674.0,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
12,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2008,2008-01-01,1605122.1,1605122.1,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
13,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2009,2009-01-01,1556517.0,1556517.0,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
14,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2010,2010-01-01,1608329.5,1608329.5,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
15,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2011,2011-01-01,1629196.8,1629196.8,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
16,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2012,2012-01-01,1605565.7,1605565.7,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
17,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2013,2013-01-01,1603212.0,1603212.0,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
18,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2014,2014-01-01,1621238.2,1621238.2,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
19,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2015,2015-01-01,1650359.1,1650359.1,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
20,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2016,2016-01-01,1683839.5,1683839.5,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
21,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2017,2017-01-01,1732197.5,1732197.5,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
22,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2018,2018-01-01,1758913.8,1758913.8,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
23,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2019,2019-01-01,1785373.8,1785373.8,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
24,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2020,2020-01-01,1644078.1,1644078.1,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
25,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2021,2021-01-01,1819161.7,1819161.7,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
26,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2022,2022-01-01,1928400.7,1928400.7,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
27,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X1.Y.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X1) – in previous year prices – raw data – Sep-2024,2023,2023-01-01,2010987.0,2010987.0,A,IT,B1GQ_B_W2_S1_X1,Y,N,2024M9,annual,Italy,gross domestic product at market prices,in previous year prices,raw data,Sep-2024
0,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,1995,1995-01-01,990520.9,990520.9,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
1,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,1996,1996-01-01,1047745.4,1047745.4,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
2,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,1997,1997-01-01,1095091.6,1095091.6,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
3,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,1998,1998-01-01,1141256.8,1141256.8,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
4,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,1999,1999-01-01,1177549.7,1177549.7,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
5,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2000,2000-01-01,1244744.2,1244744.2,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
6,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2001,2001-01-01,1308623.1,1308623.1,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
7,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2002,2002-01-01,1355522.3,1355522.3,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
8,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2003,2003-01-01,1399386.0,1399386.0,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
9,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2004,2004-01-01,1457356.2,1457356.2,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
10,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2005,2005-01-01,1499073.1,1499073.1,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
11,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2006,2006-01-01,1559864.2,1559864.2,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
12,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2007,2007-01-01,1621714.5,1621714.5,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
13,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2008,2008-01-01,1643718.8,1643718.8,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
14,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2009,2009-01-01,1584106.8,1584106.8,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
15,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2010,2010-01-01,1617944.7,1617944.7,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
16,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2011,2011-01-01,1657362.2,1657362.2,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
17,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2012,2012-01-01,1632898.5,1632898.5,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
18,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2013,2013-01-01,1621260.7,1621260.7,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
19,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2014,2014-01-01,1635870.7,1635870.7,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
20,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2015,2015-01-01,1663277.7,1663277.7,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
21,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2016,2016-01-01,1704856.7,1704856.7,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
22,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2017,2017-01-01,1744493.0,1744493.0,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
23,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2018,2018-01-01,1777744.4,1777744.4,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
24,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2019,2019-01-01,1804066.8,1804066.8,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
25,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2020,2020-01-01,1670011.9,1670011.9,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
26,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2021,2021-01-01,1842507.4,1842507.4,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
27,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2022,2022-01-01,1997054.9,1997054.9,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
28,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1GQ_B_W2_S1_X2.V.N.2024M9,annual – Italy – gross domestic product at market prices (B1GQ_B_W2_S1_X2) – current prices – raw data – Sep-2024,2023,2023-01-01,2128001.4,2128001.4,A,IT,B1GQ_B_W2_S1_X2,V,N,2024M9,annual,Italy,gross domestic product at market prices,current prices,raw data,Sep-2024
0,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1G_B_W2_S1.L_2020.N.2024M9,annual – Italy – gross value added – chain linked - reference year 2020 – raw data – Sep-2024,1995,1995-01-01,1395344.6,1395344.6,A,IT,B1G_B_W2_S1,L_2020,N,2024M9,annual,Italy,gross value added,chain linked - reference year 2020,raw data,Sep-2024
1,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1G_B_W2_S1.L_2020.N.2024M9,annual – Italy – gross value added – chain linked - reference year 2020 – raw data – Sep-2024,1996,1996-01-01,1414400.6,1414400.6,A,IT,B1G_B_W2_S1,L_2020,N,2024M9,annual,Italy,gross value added,chain linked - reference year 2020,raw data,Sep-2024
2,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1G_B_W2_S1.L_2020.N.2024M9,annual – Italy – gross value added – chain linked - reference year 2020 – raw data – Sep-2024,1997,1997-01-01,1437738.9,1437738.9,A,IT,B1G_B_W2_S1,L_2020,N,2024M9,annual,Italy,gross value added,chain linked - reference year 2020,raw data,Sep-2024
3,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1G_B_W2_S1.L_2020.N.2024M9,annual – Italy – gross value added – chain linked - reference year 2020 – raw data – Sep-2024,1998,1998-01-01,1461336.2,1461336.2,A,IT,B1G_B_W2_S1,L_2020,N,2024M9,annual,Italy,gross value added,chain linked - reference year 2020,raw data,Sep-2024
4,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1G_B_W2_S1.L_2020.N.2024M9,annual – Italy – gross value added – chain linked - reference year 2020 – raw data – Sep-2024,1999,1999-01-01,1484573.8,1484573.8,A,IT,B1G_B_W2_S1,L_2020,N,2024M9,annual,Italy,gross value added,chain linked - reference year 2020,raw data,Sep-2024
5,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1G_B_W2_S1.L_2020.N.2024M9,annual – Italy – gross value added – chain linked - reference year 2020 – raw data – Sep-2024,2000,2000-01-01,1542255.4,1542255.4,A,IT,B1G_B_W2_S1,L_2020,N,2024M9,annual,Italy,gross value added,chain linked - reference year 2020,raw data,Sep-2024
6,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1G_B_W2_S1.L_2020.N.2024M9,annual – Italy – gross value added – chain linked - reference year 2020 – raw data – Sep-2024,2001,2001-01-01,1571831.2,1571831.2,A,IT,B1G_B_W2_S1,L_2020,N,2024M9,annual,Italy,gross value added,chain linked - reference year 2020,raw data,Sep-2024
7,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1G_B_W2_S1.L_2020.N.2024M9,annual – Italy – gross value added – chain linked - reference year 2020 – raw data – Sep-2024,2002,2002-01-01,1577761.3,1577761.3,A,IT,B1G_B_W2_S1,L_2020,N,2024M9,annual,Italy,gross value added,chain linked - reference year 2020,raw data,Sep-2024
8,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.B1G_B_W2_S1.L_2020.N.2024M9,annual – Italy – gross value added – chain linked - reference year 2020 – raw data – Sep-2024,2003,2003-01-01,1578402.2,1578402.2,A,IT,B1G_B_W2_S1,L_2020,N,2024M9,annual,Italy,gross value added,chain linked - reference year 2020,raw data,Sep-2024
