,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,freq,Frequency,REF_AREA
524,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),20.A,Claims on Other Sectors - Claims on Other Financial Institutions - Loans - Annual,2014,2014-01-01,1.11,1.11,A,Annual,IDN
525,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),20.A,Claims on Other Sectors - Claims on Other Financial Institutions - Loans - Annual,2015,2015-01-01,0.0,0.0,A,Annual,IDN
526,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),20.A,Claims on Other Sectors - Claims on Other Financial Institutions - Loans - Annual,2016,2016-01-01,0.0,0.0,A,Annual,IDN
527,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),20.A,Claims on Other Sectors - Claims on Other Financial Institutions - Loans - Annual,2017,2017-01-01,0.0,0.0,A,Annual,IDN
528,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),20.A,Claims on Other Sectors - Claims on Other Financial Institutions - Loans - Annual,2018,2018-01-01,0.0,0.0,A,Annual,IDN
529,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),20.A,Claims on Other Sectors - Claims on Other Financial Institutions - Loans - Annual,2019,2019-01-01,NA,,A,Annual,IDN
530,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),21.A,Claims on Other Sectors - Claims on Other Financial Institutions - Other Claims - Annual,2010,2010-01-01,999.55,999.55,A,Annual,IDN
531,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),21.A,Claims on Other Sectors - Claims on Other Financial Institutions - Other Claims - Annual,2011,2011-01-01,0.0,0.0,A,Annual,IDN
532,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),21.A,Claims on Other Sectors - Claims on Other Financial Institutions - Other Claims - Annual,2012,2012-01-01,0.0,0.0,A,Annual,IDN
533,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),21.A,Claims on Other Sectors - Claims on Other Financial Institutions - Other Claims - Annual,2013,2013-01-01,0.0,0.0,A,Annual,IDN
534,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),21.A,Claims on Other Sectors - Claims on Other Financial Institutions - Other Claims - Annual,2014,2014-01-01,0.0,0.0,A,Annual,IDN
535,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),21.A,Claims on Other Sectors - Claims on Other Financial Institutions - Other Claims - Annual,2015,2015-01-01,0.0,0.0,A,Annual,IDN
536,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),21.A,Claims on Other Sectors - Claims on Other Financial Institutions - Other Claims - Annual,2016,2016-01-01,0.0,0.0,A,Annual,IDN
537,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),21.A,Claims on Other Sectors - Claims on Other Financial Institutions - Other Claims - Annual,2017,2017-01-01,0.0,0.0,A,Annual,IDN
538,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),21.A,Claims on Other Sectors - Claims on Other Financial Institutions - Other Claims - Annual,2018,2018-01-01,0.0,0.0,A,Annual,IDN
539,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),21.A,Claims on Other Sectors - Claims on Other Financial Institutions - Other Claims - Annual,2019,2019-01-01,NA,,A,Annual,IDN
540,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),22.A,Claims on Other Sectors - Claims on state and local Goverment - Annual,2010,2010-01-01,0.0,0.0,A,Annual,IDN
541,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),22.A,Claims on Other Sectors - Claims on state and local Goverment - Annual,2011,2011-01-01,0.0,0.0,A,Annual,IDN
542,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),22.A,Claims on Other Sectors - Claims on state and local Goverment - Annual,2012,2012-01-01,0.0,0.0,A,Annual,IDN
543,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),22.A,Claims on Other Sectors - Claims on state and local Goverment - Annual,2013,2013-01-01,0.0,0.0,A,Annual,IDN
544,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),22.A,Claims on Other Sectors - Claims on state and local Goverment - Annual,2014,2014-01-01,0.0,0.0,A,Annual,IDN
545,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),22.A,Claims on Other Sectors - Claims on state and local Goverment - Annual,2015,2015-01-01,0.0,0.0,A,Annual,IDN
546,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),22.A,Claims on Other Sectors - Claims on state and local Goverment - Annual,2016,2016-01-01,0.0,0.0,A,Annual,IDN
547,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),22.A,Claims on Other Sectors - Claims on state and local Goverment - Annual,2017,2017-01-01,0.0,0.0,A,Annual,IDN
548,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),22.A,Claims on Other Sectors - Claims on state and local Goverment - Annual,2018,2018-01-01,0.0,0.0,A,Annual,IDN
549,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),22.A,Claims on Other Sectors - Claims on state and local Goverment - Annual,2019,2019-01-01,NA,,A,Annual,IDN
550,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),23.A,Claims on Other Sectors - Claims on state and local Goverment - Loans - Annual,2010,2010-01-01,0.0,0.0,A,Annual,IDN
551,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),23.A,Claims on Other Sectors - Claims on state and local Goverment - Loans - Annual,2011,2011-01-01,0.0,0.0,A,Annual,IDN
552,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),23.A,Claims on Other Sectors - Claims on state and local Goverment - Loans - Annual,2012,2012-01-01,0.0,0.0,A,Annual,IDN
553,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),23.A,Claims on Other Sectors - Claims on state and local Goverment - Loans - Annual,2013,2013-01-01,0.0,0.0,A,Annual,IDN
554,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),23.A,Claims on Other Sectors - Claims on state and local Goverment - Loans - Annual,2014,2014-01-01,0.0,0.0,A,Annual,IDN
555,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),23.A,Claims on Other Sectors - Claims on state and local Goverment - Loans - Annual,2015,2015-01-01,0.0,0.0,A,Annual,IDN
556,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),23.A,Claims on Other Sectors - Claims on state and local Goverment - Loans - Annual,2016,2016-01-01,0.0,0.0,A,Annual,IDN
557,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),23.A,Claims on Other Sectors - Claims on state and local Goverment - Loans - Annual,2017,2017-01-01,0.0,0.0,A,Annual,IDN
558,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),23.A,Claims on Other Sectors - Claims on state and local Goverment - Loans - Annual,2018,2018-01-01,0.0,0.0,A,Annual,IDN
559,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),23.A,Claims on Other Sectors - Claims on state and local Goverment - Loans - Annual,2019,2019-01-01,NA,,A,Annual,IDN
560,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),24.A,Claims on Other Sectors - Claims on state and local Goverment - Other Claims - Annual,2010,2010-01-01,0.0,0.0,A,Annual,IDN
561,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),24.A,Claims on Other Sectors - Claims on state and local Goverment - Other Claims - Annual,2011,2011-01-01,0.0,0.0,A,Annual,IDN
562,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),24.A,Claims on Other Sectors - Claims on state and local Goverment - Other Claims - Annual,2012,2012-01-01,0.0,0.0,A,Annual,IDN
563,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),24.A,Claims on Other Sectors - Claims on state and local Goverment - Other Claims - Annual,2013,2013-01-01,0.0,0.0,A,Annual,IDN
564,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),24.A,Claims on Other Sectors - Claims on state and local Goverment - Other Claims - Annual,2014,2014-01-01,0.0,0.0,A,Annual,IDN
565,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),24.A,Claims on Other Sectors - Claims on state and local Goverment - Other Claims - Annual,2015,2015-01-01,0.0,0.0,A,Annual,IDN
566,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),24.A,Claims on Other Sectors - Claims on state and local Goverment - Other Claims - Annual,2016,2016-01-01,0.0,0.0,A,Annual,IDN
567,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),24.A,Claims on Other Sectors - Claims on state and local Goverment - Other Claims - Annual,2017,2017-01-01,0.0,0.0,A,Annual,IDN
568,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),24.A,Claims on Other Sectors - Claims on state and local Goverment - Other Claims - Annual,2018,2018-01-01,0.0,0.0,A,Annual,IDN
569,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),24.A,Claims on Other Sectors - Claims on state and local Goverment - Other Claims - Annual,2019,2019-01-01,NA,,A,Annual,IDN
570,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),25.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Annual,2010,2010-01-01,0.0,0.0,A,Annual,IDN
571,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),25.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Annual,2011,2011-01-01,0.0,0.0,A,Annual,IDN
572,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),25.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Annual,2012,2012-01-01,0.0,0.0,A,Annual,IDN
573,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),25.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Annual,2013,2013-01-01,0.0,0.0,A,Annual,IDN
574,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),25.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Annual,2014,2014-01-01,0.0,0.0,A,Annual,IDN
575,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),25.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Annual,2015,2015-01-01,0.0,0.0,A,Annual,IDN
576,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),25.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Annual,2016,2016-01-01,0.0,0.0,A,Annual,IDN
577,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),25.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Annual,2017,2017-01-01,0.0,0.0,A,Annual,IDN
578,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),25.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Annual,2018,2018-01-01,0.0,0.0,A,Annual,IDN
579,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),25.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Annual,2019,2019-01-01,NA,,A,Annual,IDN
580,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),26.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Loans - Annual,2010,2010-01-01,0.0,0.0,A,Annual,IDN
581,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),26.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Loans - Annual,2011,2011-01-01,0.0,0.0,A,Annual,IDN
582,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),26.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Loans - Annual,2012,2012-01-01,0.0,0.0,A,Annual,IDN
583,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),26.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Loans - Annual,2013,2013-01-01,0.0,0.0,A,Annual,IDN
584,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),26.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Loans - Annual,2014,2014-01-01,0.0,0.0,A,Annual,IDN
585,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),26.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Loans - Annual,2015,2015-01-01,0.0,0.0,A,Annual,IDN
586,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),26.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Loans - Annual,2016,2016-01-01,0.0,0.0,A,Annual,IDN
587,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),26.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Loans - Annual,2017,2017-01-01,0.0,0.0,A,Annual,IDN
588,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),26.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Loans - Annual,2018,2018-01-01,0.0,0.0,A,Annual,IDN
589,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),26.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Loans - Annual,2019,2019-01-01,NA,,A,Annual,IDN
590,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),27.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Other Claims - Annual,2010,2010-01-01,0.0,0.0,A,Annual,IDN
591,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),27.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Other Claims - Annual,2011,2011-01-01,0.0,0.0,A,Annual,IDN
592,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),27.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Other Claims - Annual,2012,2012-01-01,0.0,0.0,A,Annual,IDN
593,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),27.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Other Claims - Annual,2013,2013-01-01,0.0,0.0,A,Annual,IDN
594,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),27.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Other Claims - Annual,2014,2014-01-01,0.0,0.0,A,Annual,IDN
595,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),27.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Other Claims - Annual,2015,2015-01-01,0.0,0.0,A,Annual,IDN
596,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),27.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Other Claims - Annual,2016,2016-01-01,0.0,0.0,A,Annual,IDN
597,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),27.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Other Claims - Annual,2017,2017-01-01,0.0,0.0,A,Annual,IDN
598,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),27.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Other Claims - Annual,2018,2018-01-01,0.0,0.0,A,Annual,IDN
599,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),27.A,Claims on Other Sectors - Claims on Public Non_Financial Corporations - Other Claims - Annual,2019,2019-01-01,NA,,A,Annual,IDN
600,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),28.A,Claims on Other Sectors - Claims on Private Sectors - Annual,2010,2010-01-01,12344.93,12344.93,A,Annual,IDN
601,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),28.A,Claims on Other Sectors - Claims on Private Sectors - Annual,2011,2011-01-01,13321.84,13321.84,A,Annual,IDN
602,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),28.A,Claims on Other Sectors - Claims on Private Sectors - Annual,2012,2012-01-01,13306.44,13306.44,A,Annual,IDN
603,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),28.A,Claims on Other Sectors - Claims on Private Sectors - Annual,2013,2013-01-01,8109.46,8109.46,A,Annual,IDN
604,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),28.A,Claims on Other Sectors - Claims on Private Sectors - Annual,2014,2014-01-01,7925.61,7925.61,A,Annual,IDN
605,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),28.A,Claims on Other Sectors - Claims on Private Sectors - Annual,2015,2015-01-01,7865.08,7865.08,A,Annual,IDN
606,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),28.A,Claims on Other Sectors - Claims on Private Sectors - Annual,2016,2016-01-01,7505.27,7505.27,A,Annual,IDN
607,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),28.A,Claims on Other Sectors - Claims on Private Sectors - Annual,2017,2017-01-01,7242.79,7242.79,A,Annual,IDN
608,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),28.A,Claims on Other Sectors - Claims on Private Sectors - Annual,2018,2018-01-01,10410.45,10410.45,A,Annual,IDN
609,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),28.A,Claims on Other Sectors - Claims on Private Sectors - Annual,2019,2019-01-01,NA,,A,Annual,IDN
610,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),29.A,Claims on Other Sectors - Claims on Private Sectors - Loans - Annual,2010,2010-01-01,0.0,0.0,A,Annual,IDN
611,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),29.A,Claims on Other Sectors - Claims on Private Sectors - Loans - Annual,2011,2011-01-01,0.0,0.0,A,Annual,IDN
612,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),29.A,Claims on Other Sectors - Claims on Private Sectors - Loans - Annual,2012,2012-01-01,0.0,0.0,A,Annual,IDN
613,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),29.A,Claims on Other Sectors - Claims on Private Sectors - Loans - Annual,2013,2013-01-01,0.0,0.0,A,Annual,IDN
614,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),29.A,Claims on Other Sectors - Claims on Private Sectors - Loans - Annual,2014,2014-01-01,0.0,0.0,A,Annual,IDN
615,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),29.A,Claims on Other Sectors - Claims on Private Sectors - Loans - Annual,2015,2015-01-01,0.0,0.0,A,Annual,IDN
616,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),29.A,Claims on Other Sectors - Claims on Private Sectors - Loans - Annual,2016,2016-01-01,0.0,0.0,A,Annual,IDN
617,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),29.A,Claims on Other Sectors - Claims on Private Sectors - Loans - Annual,2017,2017-01-01,0.0,0.0,A,Annual,IDN
618,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),29.A,Claims on Other Sectors - Claims on Private Sectors - Loans - Annual,2018,2018-01-01,0.0,0.0,A,Annual,IDN
619,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),29.A,Claims on Other Sectors - Claims on Private Sectors - Loans - Annual,2019,2019-01-01,NA,,A,Annual,IDN
620,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),3.A,Base Money - Currency in Circulation - Currency Outside Commercial and Rural Banks - Annual,2010,2010-01-01,260226.78,260226.78,A,Annual,IDN
621,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),3.A,Base Money - Currency in Circulation - Currency Outside Commercial and Rural Banks - Annual,2011,2011-01-01,307759.79,307759.79,A,Annual,IDN
622,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),3.A,Base Money - Currency in Circulation - Currency Outside Commercial and Rural Banks - Annual,2012,2012-01-01,361897.34,361897.34,A,Annual,IDN
623,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),3.A,Base Money - Currency in Circulation - Currency Outside Commercial and Rural Banks - Annual,2013,2013-01-01,399608.66,399608.66,A,Annual,IDN
624,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),3.A,Base Money - Currency in Circulation - Currency Outside Commercial and Rural Banks - Annual,2014,2014-01-01,419261.84,419261.84,A,Annual,IDN
625,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),3.A,Base Money - Currency in Circulation - Currency Outside Commercial and Rural Banks - Annual,2015,2015-01-01,469534.21,469534.21,A,Annual,IDN
626,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),3.A,Base Money - Currency in Circulation - Currency Outside Commercial and Rural Banks - Annual,2016,2016-01-01,508123.74,508123.74,A,Annual,IDN
627,annual,BI,TABEL1_2,I.2. ANALYTICAL BALANCE SHEET OF MONETARY AUTHORITY (BASE MONEY) (Billions of Rp),3.A,Base Money - Currency in Circulation - Currency Outside Commercial and Rural Banks - Annual,2017,2017-01-01,586576.33,586576.33,A,Annual,IDN
